Word,aoa_Kuperman,cmu_MNphonemes,cmu_MNsyllables,fa_BCs,fa_CCs,fa_PR_scores,fa_degrees,wn_BCs,wn_CCs,wn_MNSyns,wn_NSigns,wn_PR_scores,wn_degrees
crack,6.33,4.0,1.0,0.0006788465555685443,0.058712121212121215,6.2336621847497697e-05,33,0.0007320375124981678,0.10793650793650794,2.7083333333333335,24,6.7710158993923293e-05,36
cracker,4.9,5.0,2.0,0.00047381359182711613,0.09881422924901186,3.5379250345527919e-05,23,1.342861401262568e-05,0.2,2.0,5,8.2573364626751742e-06,5
crackle,7.42,6.0,2.0,2.90759519355122e-05,0.32142857142857145,1.7077363137762935e-05,8,2.685542261868876e-05,0.17857142857142858,2.3333333333333335,6,1.3211738340279537e-05,8
cradle,5.22,6.0,2.0,1.0002766392946391e-05,0.3333333333333333,1.442226901018121e-05,6,2.4619180399103523e-09,0.6,1.5,10,1.5394891862101758e-05,5
craft,5.83,5.0,1.0,0.00024811415645452893,0.09523809523809523,2.0927846241950976e-05,22,3.556057043482429e-05,0.4444444444444444,2.6666666666666665,6,1.6514672925349712e-05,9
cramp,8.5,5.0,1.0,0.0005345158290613641,0.15441176470588236,1.2724236624587932e-05,17,1.342861401262568e-05,0.26666666666666666,1.8571428571428572,7,9.9088037552093146e-06,6
crash,6.11,4.0,1.0,0.0006293636491943363,0.11088709677419355,7.1007586400936563e-05,32,8.538903330496052e-05,0.13071895424836602,2.0,18,2.9726411265625396e-05,18
crawl,3.89,4.0,1.0,0.00029480608079442453,0.13157894736842105,7.3870830062750802e-05,20,1.0181749409966893e-05,0.3888888888888889,2.375,8,1.8166140217883947e-05,9
crazy,5.22,5.0,2.0,0.0018470204375195338,0.05714285714285714,9.4862912934380925e-05,50,0.00011304755885230825,0.25,3.8333333333333335,6,2.807494397309236e-05,17
cream,5.95,4.0,1.0,0.0003199634880276553,0.09401709401709402,0.0001011059147377424,27,6.277851920250972e-05,0.2545454545454545,2.375,8,1.8166140217876351e-05,11
crease,7.79,4.0,1.0,0.00022747551121750072,0.15151515151515152,1.5808995473773971e-05,12,0.00015532998316141535,0.21578947368421053,4.7142857142857144,7,4.2938149605900057e-05,20
creation,7.79,7.0,3.0,0.0004646243053985394,0.07368421052631578,1.1871017964207647e-05,20,5.52147527742081e-05,0.37142857142857144,3.5,6,2.4772009388022389e-05,15
creature,7.32,5.0,2.0,0.00036383317737035737,0.0935672514619883,1.500242094915794e-05,19,2.508456404944772e-05,0.39285714285714285,3.6666666666666665,3,1.3211738340279073e-05,8
credit,9.42,6.0,2.0,0.00012754642638967688,0.09523809523809523,2.5529782523069233e-05,15,3.433177262444437e-05,0.24242424242424243,1.9230769230769231,13,1.9817607510418738e-05,12
creep,8.0,4.0,1.0,6.646483152551826e-06,0.16666666666666666,2.2862130057549846e-05,4,4.461839868593474e-05,0.24175824175824176,3.0,8,2.6423476680558186e-05,14
crest,10.35,5.0,1.0,0.00010448622935991543,0.13636363636363635,1.0579421483657287e-05,12,2.5670726952437974e-05,0.7333333333333333,2.0,7,1.1560271047743275e-05,6
crevice,11.5,6.0,2.0,3.337790304827639e-05,0.24444444444444444,1.0831365488126094e-05,10,3.930345321347465e-08,0.7333333333333333,5.0,2,1.3211738340277978e-05,6
crew,7.56,3.0,1.0,0.0011149043182045364,0.08095238095238096,1.0442702932780903e-05,21,4.51942870150176e-07,0.6666666666666666,2.0,5,8.2573364626743899e-06,4
crib,6.05,4.0,1.0,3.35203851111392e-05,0.2,3.158995667555478e-05,6,1.7904216881313374e-05,0.16666666666666666,1.5,8,6.6058691701388519e-06,4
criminal,6.78,8.0,3.0,0.0004593897094390303,0.16161616161616163,0.00011091108613226074,55,2.975224925022841e-05,0.3333333333333333,3.25,4,1.4863205632813489e-05,9
crisp,7.22,5.0,1.0,0.00034347234631553354,0.08465608465608465,4.03816911983237e-05,28,0.00041070500235183317,0.12318840579710146,3.6666666666666665,9,3.9635215020824573e-05,24
croak,7.61,4.0,1.0,2.0730375919932674e-05,0.13333333333333333,1.7423152361157805e-05,6,0.00012457353293193136,0.5612648221343873,6.75,4,3.798374772829991e-05,23
crook,7.84,4.0,1.0,0.00035627650811908483,0.25333333333333335,5.4904521770486966e-05,25,9.287586835292015e-05,0.3055555555555556,3.25,4,1.4863205632812971e-05,9
crooked,6.33,6.0,2.0,0.000756761520851702,0.08374384236453201,2.7213646326513145e-05,29,3.1329712464421835e-05,0.47619047619047616,2.75,4,1.1560271047744763e-05,7
cross,4.74,4.0,1.0,0.0007454108736337658,0.10574712643678161,0.00012341210981523887,30,0.0005433344389574205,0.11738648947951273,3.8125,16,7.4316028164062416e-05,43
crow,5.74,3.0,1.0,0.00025248433823237443,0.14545454545454545,1.3700961513214105e-05,11,2.2489539898481934e-05,0.4444444444444444,2.0,9,1.4863205632813338e-05,9
crowd,7.14,4.0,1.0,0.00040399031035677854,0.10114942528735632,0.00010689854642664578,30,1.3738209922321977e-05,0.2,2.0,6,9.9088037552091554e-06,6
crown,7.8,4.0,1.0,7.294810100845718e-05,0.20512820512820512,3.3359828856297199e-05,13,7.902151066466392e-05,0.17142857142857143,2.0625,16,2.8074943973090202e-05,15
crucial,10.68,6.0,2.0,7.358621539137474e-07,0.3333333333333333,1.3443464355308596e-05,3,9.537591258478183e-06,0.6,2.6666666666666665,3,8.2573364626725772e-06,5
crude,11.11,4.0,1.0,0.0002457816249352103,0.2967032967032967,1.2756876288031698e-05,14,0.00024131048341018556,0.15,3.2857142857142856,7,2.642347668054981e-05,16
crunch,5.63,5.0,1.0,0.0006556781795036145,0.09230769230769231,1.618040086491992e-05,26,6.567682125660526e-05,0.21212121212121213,2.8571428571428572,7,2.1469074802953739e-05,12
crush,7.58,4.0,1.0,0.0009434969142781562,0.08307692307692308,2.58236809248096e-05,26,0.00038826366030879567,0.10822510822510822,2.9166666666666665,12,3.7983747728301048e-05,22
crust,5.95,5.0,1.0,2.1495261034932785e-05,0.07142857142857142,1.9367162768367509e-05,8,1.342861401262568e-05,0.4444444444444444,3.25,4,1.4863205632813355e-05,9
cry,2.78,3.0,1.0,0.0008095709045405509,0.09306122448979592,0.00036927679442329839,50,4.0441187910137545e-05,0.29239766081871343,3.0833333333333335,12,4.128668231337271e-05,19
crystal,7.78,7.0,2.0,0.000455420163598769,0.12418300653594772,2.8335679552664139e-05,18,4.267324602511277e-09,0.3333333333333333,2.1666666666666665,6,1.4745023224605106e-05,7
cub,5.4,3.0,1.0,3.6987337055364776e-05,0.14285714285714285,2.4910559148438925e-05,7,1.342861401262568e-05,0.3333333333333333,2.75,4,1.1560271047743951e-05,7
cucumber,5.72,8.0,3.0,2.224132067906294e-05,0.3090909090909091,1.5009204573409378e-05,11,3.2825573865471363e-10,0.3333333333333333,2.5,2,1.0522649060496337e-05,3
cue,10.89,3.0,1.0,0.0006252275287404699,0.0735930735930736,1.8650917841612757e-05,22,1.936616694545997e-05,0.17857142857142858,2.6000000000000001,5,1.3211738340269696e-05,8
cuff,8.44,3.0,1.0,0.00028515081665403684,0.12121212121212122,1.1619673541607157e-05,12,1.1488950852914978e-09,0.3,2.75,4,9.6877326036006787e-06,5
culture,9.52,5.0,2.0,0.0011544845763841317,0.07130124777183601,2.4197296683066846e-05,34,4.0826920365344164e-05,0.42857142857142855,1.875,8,1.1560271047738352e-05,7
cunning,10.84,5.0,2.0,0.0004786771136317757,0.14736842105263157,1.6481949093955845e-05,20,6.337095439514502e-05,0.3567251461988304,4.7999999999999998,5,3.1377878558165123e-05,19
curb,6.81,3.0,1.0,0.00012690676628980552,0.13186813186813187,1.8277108501114656e-05,14,8.526104970493469e-05,0.1631578947368421,3.625,8,3.468081314323066e-05,20
cure,9.58,4.0,1.0,0.00024769145639481454,0.2134387351778656,5.5806405439315043e-05,23,1.276014142143908e-06,0.4,2.0,5,8.2573364626738935e-06,5
curiosity,8.33,10.0,5.0,0.0003128387984535853,0.0989010989010989,1.2345598119430782e-05,14,4.373182818857986e-06,0.6666666666666666,4.0,2,9.9088037552094129e-06,6
current,8.94,5.0,1.6666666666666667,0.00043982866063364503,0.1396011396011396,2.1332662156674142e-05,27,4.47642350803433e-06,0.3333333333333333,2.0,4,6.6058691701393127e-06,3
curse,7.47,3.0,1.0,0.0005982770037322569,0.1383399209486166,1.7608786952662369e-05,23,0.00014289703391584847,0.15384615384615385,4.1111111111111107,9,4.6241084190977615e-05,26
curve,7.52,3.0,1.0,0.00032506073492432247,0.1225296442687747,4.9385585694066057e-05,23,0.00023187506668286115,0.1631578947368421,3.0,10,3.3029345850693744e-05,20
cushion,5.53,5.0,2.0,2.5118708671844385e-05,0.3626373626373626,4.8944537259588554e-05,14,9.238506006987071e-06,0.3333333333333333,2.0,4,6.6058691701387104e-06,4
cuss,6.79,3.0,1.0,0.0004401052828422178,0.19230769230769232,1.2047994983238878e-05,13,5.124425746847543e-05,0.2894736842105263,6.5,4,3.6332280435766965e-05,20
custom,8.36,6.0,2.0,0.0005967023637818192,0.07602339181286549,1.4387709213450591e-05,19,3.599123472707944e-05,0.19047619047619047,2.3999999999999999,5,1.1560271047744446e-05,7
cut,4.43,3.0,1.0,0.003682181587975512,0.060424469413233456,0.00036367619462560259,90,0.001269756105870645,0.04365079365079365,2.0142857142857142,70,0.00011725417776996564,64
cycle,7.5,5.0,2.0,0.0001683430725152706,0.11029411764705882,9.4188565508147295e-06,17,7.182282470251918e-05,0.2087912087912088,2.5454545454545454,11,2.8074943973091476e-05,14
daily,6.0,4.0,2.0,0.00046830400808903113,0.12631578947368421,1.7641232051809144e-05,20,1.7904216881313374e-05,0.26666666666666666,2.2000000000000002,5,9.9088037552093722e-06,6
dam,6.58,3.0,1.0,0.00033289353679356014,0.14102564102564102,1.2031807035234954e-05,13,4.7597082104933475e-09,0.39285714285714285,3.0,4,1.3361940806508785e-05,8
damage,7.2,5.0,2.0,0.00034931893342646947,0.1774891774891775,3.2808359809573203e-05,22,6.977468703973424e-05,0.16666666666666666,2.4285714285714284,7,1.6514672925347157e-05,9
damn,8.3,3.0,1.0,0.0006037414725053021,0.0935672514619883,2.6428501687881452e-05,19,0.00014429741710903515,0.2792022792022792,6.5999999999999996,5,4.624108419097794e-05,27
damp,7.67,4.0,1.0,8.993083455175668e-05,0.19883040935672514,4.6816796665427529e-05,19,8.87767715324981e-05,0.24358974358974358,3.5,6,2.4772009388019678e-05,13
dance,4.63,4.0,1.0,0.0025065589175308086,0.04265010351966874,0.00018688174514000343,70,8.952518760330005e-06,0.4,1.7142857142857142,7,8.2573364626742527e-06,5
dancer,6.0,5.0,2.0,0.0010925188074135345,0.082010582010582,2.4482070629185186e-05,28,3.2825573865471363e-10,0.3333333333333333,2.5,2,1.3863142472419949e-05,3
dangerous,5.6,7.0,3.0,0.000619868195035888,0.07096774193548387,2.8827564864470445e-05,31,8.952518760330005e-06,0.6666666666666666,4.0,2,9.9088037552077832e-06,6
dare,6.63,3.0,1.0,0.00047861217857210123,0.05847953216374269,1.2395521748147967e-05,19,7.918638515588453e-06,0.16666666666666666,2.0,4,6.6058691701394253e-06,4
daring,9.11,5.0,2.0,0.0005098955039158201,0.11965811965811966,1.3340985581178413e-05,27,1.8983198813874358e-05,0.21428571428571427,3.0,4,1.3211738340279378e-05,8
dark,3.74,4.0,1.0,0.0035605403253344834,0.04453781512605042,0.0005479236289692008,85,0.00048279768989748493,0.17540322580645162,3.1875,16,5.7801355238719074e-05,32
darkness,4.83,7.0,2.0,8.856575370476738e-05,0.16483516483516483,7.8698704968074054e-05,14,3.231897359694861e-05,0.3333333333333333,2.5,6,1.4863205632813782e-05,6
dart,7.38,4.0,1.0,0.0003502168480632489,0.13186813186813187,1.0724617630495119e-05,14,1.821652059240704e-05,0.4642857142857143,2.5,6,1.4863205632813362e-05,8
dash,7.74,3.0,1.0,0.00020041940331027498,0.14285714285714285,1.5959302084982504e-05,15,0.0001427773951540589,0.1645021645021645,2.8333333333333335,12,3.633228043576584e-05,22
dashboard,9.21,7.0,2.0,0.0004318611170967272,0.1111111111111111,1.0148130058852006e-05,9,9.847672159641408e-10,0.3333333333333333,2.5,2,1.1873330679131107e-05,3
date,5.84,3.0,1.0,0.0010893680904256228,0.059233449477351915,6.5341460192013928e-05,42,4.6998640240304125e-05,0.1388888888888889,1.6923076923076923,13,1.4863205632813396e-05,9
dawn,7.0,3.0,1.0,0.00025154119763572195,0.22857142857142856,2.7497028361428167e-05,15,6.71118857679562e-05,0.49673202614379086,4.166666666666667,6,3.1377878558161268e-05,18
day,3.5,2.0,1.0,0.0011752571781171056,0.07607843137254902,0.00031529565801056064,51,5.416219687802775e-09,0.26666666666666666,2.0,10,1.4595967644455874e-05,10
daze,10.0,3.0,1.0,2.131701399260476e-06,0.3333333333333333,1.6338028467160573e-05,4,3.697311399694156e-05,0.14285714285714285,3.0,4,1.321173834027871e-05,8
dead,5.17,3.0,1.0,0.0035196491390444462,0.04130808950086059,0.00026146617697717756,84,0.00021162005479288297,0.08571428571428572,1.7142857142857142,21,2.4772009388021748e-05,15
deadly,6.11,5.0,2.0,0.00039858874500960486,0.14,3.2300399284518127e-05,25,5.96265376231687e-05,0.14102564102564102,2.75,8,2.312054209548895e-05,13
deal,6.0,3.0,1.0,0.0008286911162636507,0.0873015873015873,2.4272837467340712e-05,28,0.000786867548419129,0.21180555555555555,4.0909090909090908,22,0.00011229977589237039,64
death,5.37,3.0,1.0,0.0065419091151241995,0.03253049734125743,0.00047580980864242873,139,4.258182279149236e-05,0.19047619047619047,1.875,8,1.1560271047743657e-05,7
debate,9.56,5.0,2.0,6.994803100057063e-05,0.1523809523809524,2.9841910779427592e-05,15,3.718765558688895e-05,0.21818181818181817,3.0,6,1.9817607510417999e-05,11
decade,10.16,5.0,2.0,4.14690833760406e-05,0.38095238095238093,1.1405619126393487e-05,7,8.952518760330005e-06,0.4666666666666667,4.0,2,9.9088037552073868e-06,6
decay,8.79,4.0,2.0,5.3863856556892915e-05,0.26373626373626374,2.6577124811035225e-05,14,3.2493626936849984e-05,0.14285714285714285,2.0,8,1.3211738340278434e-05,8
deceit,10.95,5.0,2.0,8.379313133216442e-05,0.25833333333333336,1.1384886819202597e-05,16,6.571918526542706e-06,0.4,3.0,3,9.908803755210697e-06,5
deceive,8.68,5.0,2.0,0.0003434085626992199,0.13725490196078433,2.5372553360036924e-05,18,1.3428285756887026e-05,0.4,3.5,2,8.2573364626743391e-06,5
deception,10.0,8.0,3.0,0.0001937886741382092,0.1645021645021645,2.2455836027244572e-05,22,8.065764925558001e-05,0.48484848484848486,5.333333333333333,3,2.1469074802955897e-05,12
decide,7.2,5.0,2.0,0.00019088901207389036,0.14736842105263157,2.7581657919427697e-05,20,1.9054084992705908e-06,0.5,2.25,4,8.2573364626734361e-06,5
decision,7.57,7.0,3.0,0.0006069661594193836,0.07954545454545454,2.9874107598019499e-05,33,1.3428285756887026e-05,0.3333333333333333,2.0,5,8.2573364626733311e-06,3
deck,6.45,3.0,1.0,0.00023154848583850602,0.08947368421052632,2.4018572190656336e-05,20,6.0204967962246986e-05,0.23076923076923078,2.8571428571428572,7,2.1469074802949927e-05,13
declare,10.74,6.0,2.0,8.260314096088555e-07,0.3333333333333333,1.0984675292494224e-05,3,8.5658198348182e-06,0.3333333333333333,1.375,8,4.9544018776045472e-06,3
decline,9.74,6.0,2.0,0.0002300964754616333,0.1619047619047619,1.632606416812137e-05,21,0.00011491407051880577,0.17647058823529413,2.7272727272727271,11,3.1377878558158225e-05,17
decompose,10.48,8.0,3.0,0.0003741776904396097,0.17894736842105263,1.6023730320856713e-05,20,2.640479197908646e-05,0.23809523809523808,3.3333333333333335,3,1.1560271047743467e-05,7
decorate,7.0,6.0,3.0,0.0010442331064918055,0.09333333333333334,1.294534221411047e-05,25,3.129935180195184e-05,0.6666666666666666,3.75,4,1.8166140217882256e-05,7
decoration,5.94,8.0,4.0,0.000639802102283134,0.08571428571428572,1.0804375942748957e-05,21,9.153102253999591e-06,0.5238095238095238,3.3333333333333335,3,1.1560271047743994e-05,7
decrease,8.56,6.0,2.0,0.00014042716168592137,0.22857142857142856,1.9806495220297719e-05,15,2.7514638739318827e-05,0.17777777777777778,3.0,6,1.9817607510413818e-05,10
deed,9.72,3.0,1.0,7.169744227589454e-07,0.3333333333333333,1.7924764499912662e-05,3,5.381875151236836e-06,0.4,3.5,2,8.2573364626739359e-06,5
deep,5.47,3.0,1.0,0.0007065756412431641,0.06685633001422475,0.00013199684198355233,38,0.0001719528584252691,0.13186813186813187,1.6666666666666667,21,2.3120542095485582e-05,14
defeat,8.74,5.0,2.0,6.597179556946389e-05,0.2867647058823529,4.563075194883204e-05,17,5.37354924263613e-05,0.25,3.0,4,1.3211738340277443e-05,8
defect,10.26,6.0,2.0,5.835158821002242e-07,0.3333333333333333,1.5385891872325236e-05,3,7.760441995642958e-06,0.2,2.2000000000000002,5,9.9088037552090876e-06,6
defend,8.16,6.0,2.0,0.00019033102928259031,0.14130434782608695,2.6617134274982266e-05,24,0.00016894177182871117,0.18181818181818182,2.5714285714285716,7,1.8166140217883164e-05,11
defense,8.8,6.0,2.0,0.00031014057385194695,0.14210526315789473,1.4814403847838855e-05,20,4.9984816809695206e-05,0.15789473684210525,3.5,12,4.9544018776107831e-05,20
define,8.53,5.0,2.0,0.000558819389817849,0.1368421052631579,2.6887817593879936e-05,20,7.467409543426854e-06,0.5714285714285714,3.0,5,1.6514672925347862e-05,8
degrade,11.5,6.0,2.0,0.0006332396400210935,0.11688311688311688,1.5096578856798685e-05,22,4.47642350803433e-06,0.6,2.6666666666666665,3,8.257336462671881e-06,5
degree,10.35,5.0,2.0,0.0007946113812834179,0.09538461538461539,3.8553591658932122e-05,26,1.0335249220521853e-05,0.26666666666666666,2.0,7,1.1560271047731715e-05,6
delay,8.78,4.0,2.0,0.0007569032173267635,0.11462450592885376,1.1838863200158424e-05,23,5.120104038470054e-05,0.26666666666666666,2.8333333333333335,6,1.8166140217882368e-05,10
delicate,8.2,7.0,3.0,0.0005139354615806644,0.1476923076923077,2.252876689238939e-05,26,2.2673074645564738e-05,0.13333333333333333,1.8571428571428572,7,9.9088037552080695e-06,6
delicious,6.5,7.0,3.0,0.00031962531544141347,0.2647058823529412,2.4752750375492526e-05,17,4.47642350803433e-06,0.7142857142857143,3.3333333333333335,3,1.1560271047744202e-05,7
delight,8.68,5.0,2.0,0.0003946188484581097,0.2631578947368421,1.0426190136438735e-05,19,4.726889813759119e-05,0.25757575757575757,3.3999999999999999,5,1.9817607510418141e-05,12
delinquent,11.0,10.0,3.0,0.0004816088978858203,0.18128654970760233,1.1569882933183262e-05,19,8.952682888199332e-06,0.3,2.25,4,8.2573364626740274e-06,5
deliver,6.63,6.0,3.0,0.00015697598150283445,0.16666666666666666,2.5811874732654292e-05,21,0.0001456748874260647,0.12121212121212122,2.9166666666666665,12,3.7983747728300106e-05,22
demand,7.83,6.0,2.0,0.00038286585499072717,0.0718954248366013,1.9559461235719452e-05,18,6.959602106981831e-05,0.6444444444444445,2.0,11,1.8166140217882808e-05,10
democracy,10.17,9.0,4.0,0.00019656947251394554,0.22794117647058823,2.2302447703694549e-05,17,4.47642350803433e-06,0.3333333333333333,2.0,3,4.954401877604476e-06,3
demolish,9.11,7.0,3.0,0.00018230391004377973,0.275,1.9508334459142094e-05,16,2.3064190887771855e-05,0.2,2.6666666666666665,3,8.2573364626742594e-06,5
demon,7.16,5.0,2.0,0.000314286050277529,0.21212121212121213,3.1028339655504814e-05,12,9.963861352561962e-08,0.7333333333333333,3.6666666666666665,3,1.3211738340279462e-05,6
demonstration,10.11,12.0,4.0,6.71727842541034e-06,0.16666666666666666,1.331141367834525e-05,4,1.2368563683520934e-05,0.1,2.0,5,8.2573364626744255e-06,5
denial,9.45,6.0,3.0,0.00024339414435524298,0.14166666666666666,1.2184321216252662e-05,16,9.393924252098998e-05,0.32142857142857145,2.6000000000000001,5,1.3211738340297006e-05,8
denim,8.22,5.0,2.0,0.0002172902033600961,0.2,1.5089769002084485e-05,6,8.206393466367841e-11,0.6666666666666666,3.0,2,1.3083114637437963e-05,3
dense,10.2,4.0,1.0,0.00019038890035619473,0.09803921568627451,2.5190190500459291e-05,18,9.603910861926356e-05,0.39285714285714285,3.0,4,1.3211738340276077e-05,8
dent,7.33,4.0,1.0,0.0005015240163374737,0.09941520467836257,1.6362177916976457e-05,19,4.687456870914182e-05,0.32142857142857145,3.0,4,1.3211738340278695e-05,8
depart,9.89,6.0,2.0,3.912478272148719e-05,0.3111111111111111,1.8238369283233486e-05,10,0.00013404649176715385,0.1871345029239766,4.166666666666667,6,3.1377878558161031e-05,19
dependent,9.32,9.0,3.0,0.00012332752190990956,0.17582417582417584,1.4470317359792636e-05,14,7.083034798680078e-05,0.2222222222222222,2.5714285714285716,7,1.8166140217885048e-05,9
deposit,8.65,7.0,3.0,0.00015034190020188614,0.12727272727272726,1.4322382929564527e-05,11,0.00011372572953493974,0.08333333333333333,2.4166666666666665,12,2.8074943973092767e-05,16
depression,10.71,8.0,3.0,0.0007313982450593161,0.0761904761904762,1.872133008082394e-05,21,5.070039231715989e-05,0.08333333333333333,1.8999999999999999,10,1.4863205632811492e-05,9
descend,9.19,6.0,2.0,5.792851512922913e-05,0.22857142857142856,5.9007872967087912e-05,15,1.539797817435672e-05,0.2857142857142857,3.25,4,1.4863205632812098e-05,8
descent,9.84,6.0,2.0,0.00011825702215505659,0.17582417582417584,1.0065953565756202e-05,14,7.061917266261688e-05,0.4473684210526316,4.833333333333333,6,3.7983747728291832e-05,20
describe,7.67,7.0,2.0,9.90959555404483e-05,0.18382352941176472,1.9072169191154227e-05,17,9.913234837639511e-05,0.2948717948717949,4.5,4,2.3120542095486788e-05,13
desert,8.35,5.0,2.0,0.0005549226349154311,0.06157635467980296,5.4774070515088907e-05,29,1.478131648055126e-06,0.5,2.0,4,6.605869170139394e-06,4
design,10.05,5.0,2.0,0.00026558130071781044,0.12923076923076923,3.1900534726775347e-05,26,9.21097205798777e-05,0.17142857142857143,2.2857142857142856,14,2.972641126562669e-05,15
designer,9.05,6.0,3.0,0.0006551547612328104,0.12280701754385964,1.5671655346773972e-05,19,7.878137727713127e-09,0.23636363636363636,3.2000000000000002,5,2.737133595567965e-05,11
desire,9.95,5.0,3.0,0.0003514861519805347,0.1339031339031339,7.2285897763992545e-05,27,1.401478296632919e-06,0.3333333333333333,1.5,6,4.9544018776046624e-06,3
destination,8.56,10.0,4.0,4.734768658563149e-07,0.3333333333333333,2.4631548327485707e-05,3,1.3474485807767153e-05,0.2,2.6666666666666665,3,8.2573364626733955e-06,5
destruction,7.62,10.0,3.0,0.0007467328372219241,0.1425287356321839,3.7897333049137178e-05,30,9.394219682263788e-05,0.2,2.6666666666666665,3,8.2573364626744898e-06,5
detail,9.79,5.0,2.0,0.0005961845254277579,0.07509881422924901,1.5339128731697343e-05,23,5.3275083223695155e-05,0.3333333333333333,1.7142857142857142,7,8.2573364626733921e-06,4
determination,8.94,11.0,5.0,3.80035399785614e-06,0.16666666666666666,1.9079259596258414e-05,4,9.46849848901671e-06,0.16666666666666666,2.2000000000000002,5,9.9088037552080779e-06,4
determine,8.89,7.0,3.0,0.00027555989601460966,0.13071895424836602,1.5858607752501377e-05,18,0.00016522017186466645,0.18571428571428572,4.0,8,3.9635215020833701e-05,21
develop,7.28,7.0,3.0,0.00012638468059696174,0.125,1.4184310342726779e-05,17,0.00015927385641274755,0.12554112554112554,2.2380952380952381,21,4.2938149605905017e-05,22
development,8.63,11.0,4.0,0.0008336552377663697,0.05238095238095238,1.1477291553131259e-05,21,4.475471566392231e-05,0.35714285714285715,1.8888888888888888,9,1.3211738340282019e-05,8
devil,5.0,5.0,2.0,0.0004099268405532214,0.13157894736842105,9.0919420984758353e-05,20,0.0001618518554331036,0.24867724867724866,5.2857142857142856,7,4.9544018776047108e-05,28
diamond,6.47,6.0,2.0,0.00048342888440659087,0.1839080459770115,0.000106220140343714,30,2.6855586746558085e-05,0.14285714285714285,2.1666666666666665,6,1.1560271047744717e-05,7
dick,10.89,3.0,1.0,1.9620290311940908e-05,0.09523809523809523,2.0838528286568102e-05,7,2.1716648681226332e-05,0.6111111111111112,5.5,2,1.4863205632812559e-05,9
die,4.53,2.0,1.0,0.0013082149043043957,0.09725490196078432,0.00018676690224133792,51,0.0001244470385934905,0.4365079365079365,3.0714285714285716,14,4.7892551483508919e-05,28
difference,7.35,7.0,2.5,0.001004002077163857,0.08547008547008547,1.3529538832535521e-05,27,1.858750026224911e-05,0.2857142857142857,2.3999999999999999,5,1.1560271047743796e-05,7
dig,4.19,3.0,1.0,8.551783640574863e-05,0.14736842105263157,4.6066130894882379e-05,20,0.0003144993488101258,0.13277310924369748,3.9230769230769229,13,6.2755757116316938e-05,35
digest,9.0,6.0,2.0,0.0006205959682765802,0.16666666666666666,1.48910017215064e-05,13,3.843883351851619e-05,0.6153846153846154,2.3999999999999999,10,2.3120542095487622e-05,14
digit,9.26,5.0,2.0,0.00019659274902797955,0.10606060606060606,2.4966994726114004e-05,12,1.0642597644414698e-05,0.3,2.6666666666666665,3,8.2573364626743628e-06,5
dignity,9.58,7.0,3.0,0.00023968774335439438,0.18181818181818182,1.0926261722881471e-05,12,2.9543016478924225e-09,0.4,2.6666666666666665,3,1.0591111294067462e-05,5
diligence,11.95,8.0,3.0,0.0008990319092760473,0.09881422924901186,1.0453282069902544e-05,23,1.3832961980590286e-06,0.3333333333333333,2.0,3,4.9544018776043016e-06,3
dim,7.06,3.0,1.0,3.3323988600196916e-05,0.2857142857142857,3.0165810154331022e-05,7,0.000333796539562675,0.1323529411764706,2.7000000000000002,10,2.8074943973087596e-05,17
diminish,10.95,7.0,3.0,0.00036273207531498764,0.1437908496732026,1.6414895447073467e-05,18,8.473442719138598e-06,0.5,3.0,2,6.605869170138558e-06,4
dip,7.0,3.0,1.0,0.00042189938341848326,0.06535947712418301,2.2282741670060593e-05,18,0.00018421350212532544,0.15,1.826086956521739,23,3.1377878558160305e-05,16
direct,9.68,5.666666666666667,2.0,0.0006490545371220203,0.039525691699604744,2.5621383408633873e-05,23,0.0006002387241562083,0.15862068965517243,2.5416666666666665,24,6.1104289823761104e-05,30
direction,6.68,7.75,3.0,0.0005144165314307972,0.07563025210084033,7.3312270515864421e-05,35,8.893500662466119e-05,0.17142857142857143,2.7777777777777777,9,2.6423476680557197e-05,15
director,8.5,6.75,3.0,0.0005893361986487812,0.14333333333333334,2.54135954678204e-05,25,2.238014800573972e-05,0.14285714285714285,2.3999999999999999,5,1.1560271047743709e-05,7
dirt,3.83,3.0,1.0,0.0020847501663319888,0.05737234652897304,0.00029036745230633993,84,8.754181625484684e-05,0.2857142857142857,4.0,5,2.4772009388023737e-05,14
dirty,4.55,4.0,2.0,0.00347513243809974,0.04581580177653109,0.00028701210509472753,93,0.00016033098460943793,0.10952380952380952,2.6923076923076925,13,3.6332280435766491e-05,21
disagree,8.37,7.0,3.0,0.00013019973170415837,0.17142857142857143,2.7942063106203678e-05,15,1.212186576336773e-05,0.4,3.5,2,8.2573364626746186e-06,5
disagreement,8.48,11.0,4.0,2.2697567778442178e-05,0.3055555555555556,1.4672007072719383e-05,9,8.053705196163304e-06,0.4,2.6666666666666665,3,8.257336462674439e-06,5
disappear,5.37,7.0,3.0,0.0002441796295287721,0.16883116883116883,3.4841973660362934e-05,22,1.6018677591114563e-06,0.3333333333333333,2.75,4,1.1560271047743943e-05,4
disbelief,10.68,8.0,3.0,0.00023613527965849629,0.1,1.405521410499162e-05,20,8.206393466367841e-10,0.5,3.0,2,1.054571088400477e-05,4
disc,10.0,4.0,1.0,0.0002168530062455242,0.07352941176470588,2.312191858980263e-05,17,5.84194087928325e-06,0.5,3.75,4,1.8166140217883442e-05,8
