Word,aoa_Kuperman,cmu_MNphonemes,cmu_MNsyllables,fa_BCs,fa_CCs,fa_PR_scores,wn_BCs,wn_CCs,wn_MNSyns,wn_NSigns,wn_PR_scores,wn_degrees
director,8.5,6.75,3.0,0.00027604570109693234,0.16996047430830039,3.9878461403920903e-05,2.238014800573972e-05,0.14285714285714285,2.3999999999999999,5,1.1560271047743709e-05,7.0
dirt,3.83,3.0,1.0,0.0023635386058919123,0.05877167205406994,0.0010690920025206382,8.754181625484684e-05,0.2857142857142857,4.0,5,2.4772009388023737e-05,15.0
dirty,4.55,4.0,2.0,0.0033375432896341067,0.046822742474916385,0.0018090757634434285,0.00016033098460943793,0.10952380952380952,2.6923076923076925,13,3.6332280435766491e-05,22.0
disagree,8.37,7.0,3.0,0.00010043773372096714,0.17142857142857143,0.00010237137967591793,1.212186576336773e-05,0.4,3.5,2,8.2573364626746186e-06,5.0
disagreement,8.48,11.0,4.0,2.2369776019360668e-05,0.3055555555555556,3.8440752630375982e-05,8.053705196163304e-06,0.4,2.6666666666666665,3,8.257336462674439e-06,5.0
disappear,5.37,7.0,3.0,0.000156795462397472,0.1761904761904762,0.00015625217678613459,1.6018677591114563e-06,0.3333333333333333,2.75,4,1.1560271047743943e-05,7.0
disbelief,10.68,8.0,3.0,6.08472708898521e-05,0.16483516483516483,3.5255406554632638e-05,8.206393466367841e-10,0.5,3.0,2,1.054571088400477e-05,4.0
disc,10.0,4.0,1.0,8.776412411230857e-05,0.10256410256410256,6.031512121551707e-05,5.84194087928325e-06,0.5,3.75,4,1.8166140217883442e-05,11.0
discipline,7.7,8.0,3.0,0.00025157216960145195,0.12121212121212122,4.2911977723450605e-05,0.00014329102299845466,0.32051282051282054,2.8571428571428572,7,2.1469074802952102e-05,13.0
discomfort,9.53,9.0,3.0,8.968234352033682e-05,0.20512820512820512,3.0852558576838207e-05,4.888116754893599e-06,0.3333333333333333,2.5,2,4.9544018776048199e-06,3.0
discourage,9.32,7.0,3.0,0.00011265012381264288,0.15,2.3931535845738398e-05,8.952518760330005e-06,0.5,2.3333333333333335,3,6.6058691701401004e-06,4.0
discover,7.61,7.0,3.0,0.00019374185213418818,0.07017543859649122,8.7550400109966467e-05,0.0002585120811194034,0.1996996996996997,5.875,8,6.4407224408858028e-05,39.0
discovery,7.84,8.0,3.3333333333333335,7.661304945576435e-05,0.08974358974358974,3.2452792535572617e-05,4.1031967331839205e-10,0.6666666666666666,2.0,4,6.6058691701394126e-06,4.0
discuss,7.89,6.0,2.0,1.37218391982939e-05,0.28888888888888886,7.3409924348543062e-05,8.952518760330005e-06,0.3333333333333333,3.0,2,6.6058691701401767e-06,4.0
discussion,7.4,8.0,3.0,7.627207419070111e-05,0.17582417582417584,3.6186281760632426e-05,5.0892798708080787e-05,0.3333333333333333,3.0,2,6.605869170139787e-06,4.0
disgrace,8.22,7.0,2.0,7.959161761252924e-05,0.175,2.9207802507816127e-05,6.11274167244154e-05,0.28888888888888886,3.75,4,1.8166140217879928e-05,11.0
disgust,7.68,7.0,2.0,0.0002607796528996123,0.15666666666666668,2.875639654685882e-05,2.126152689201625e-06,0.6,3.3333333333333335,3,1.1560271047743977e-05,7.0
dish,4.89,3.0,1.0,0.0003776251216721446,0.16748768472906403,0.00021379652860549581,6.72291574613498e-05,0.2894736842105263,3.5,8,3.3029345850696062e-05,20.0
dishonest,5.68,8.0,3.0,0.0001181985033644257,0.2523809523809524,0.00010560153169514636,1.6412786932735682e-09,0.6,3.5,2,1.2828934405669179e-05,5.0
dismay,10.9,5.0,2.0,7.432016567417621e-05,0.15441176470588236,2.8100964408316531e-05,3.164343576953363e-05,0.31868131868131866,4.75,4,2.4772009388020203e-05,15.0
dismiss,8.15,6.0,2.0,0.00013120586040883854,0.10989010989010989,2.2237246038836796e-05,0.00010272427602715865,0.3,4.666666666666667,6,3.6332280435765258e-05,22.0
disorder,8.78,7.0,3.0,0.00027442031856653,0.08695652173913043,4.732462251286669e-05,8.695208826791148e-05,0.4722222222222222,2.7999999999999998,5,1.4863205632814695e-05,9.0
disown,11.61,5.0,2.0,0.00019524178643118287,0.13852813852813853,2.1104352200929113e-05,4.4764235080343304e-06,0.3333333333333333,2.5,2,4.9544018776044693e-06,3.0
disperse,12.11,6.0,2.0,0.00024534321795921304,0.12418300653594772,2.2243970266914566e-05,7.063517793975771e-05,0.40522875816993464,4.833333333333333,6,3.7983747728300546e-05,23.0
display,7.72,6.0,2.0,8.23182928932229e-05,0.17142857142857143,5.3814790313909039e-05,1.4671781895672295e-05,0.2,1.875,8,1.1560271047743623e-05,7.0
disregard,10.35,9.0,3.0,2.7989617296012576e-06,0.3333333333333333,2.2556866682517778e-05,1.9775555673593567e-05,0.5277777777777778,3.6000000000000001,5,2.1469074802952505e-05,13.0
dissimilar,12.3,8.0,4.0,1.2613499597670677e-06,0.8095238095238095,5.2233702298349127e-05,3.2825573865471363e-10,0.3333333333333333,2.0,3,1.1471957819139055e-05,3.0
dissolve,9.2,6.0,2.0,0.00015151892398459208,0.19852941176470587,2.5635265661103949e-05,3.368752407146908e-05,0.21818181818181817,2.0833333333333335,12,2.1469074802952116e-05,13.0
distance,6.81,7.0,2.0,0.0001708109863411662,0.20526315789473684,5.2781730852787281e-05,4.256678682727918e-05,0.1,1.625,8,8.2573364626751675e-06,5.0
distant,8.95,7.0,2.0,0.00010798866100313157,0.18181818181818182,9.1798811154333458e-05,8.952518760330005e-06,0.3333333333333333,2.2000000000000002,5,9.9088037552098228e-06,6.0
distinct,10.5,8.0,2.0,0.00039924891744173684,0.12121212121212122,2.068515163513788e-05,1.3428778140495008e-05,0.1,2.0,5,8.2573364626740562e-06,5.0
disturb,8.22,6.0,2.0,0.00010054141819259944,0.15833333333333333,3.4637936191895762e-05,8.976136531104984e-05,0.35555555555555557,3.0,5,1.6514672925348153e-05,10.0
dive,7.21,3.0,1.0,0.00019752001314963678,0.18614718614718614,0.00020172761078972242,2.238014800573972e-05,0.13333333333333333,2.0,6,9.9088037552089284e-06,6.0
diver,6.89,4.0,2.0,3.006763816737099e-05,0.45454545454545453,2.7011462708979601e-05,6.236859034439559e-09,0.16666666666666666,2.3333333333333335,3,1.6927267448315517e-05,4.0
divide,7.16,5.0,2.0,0.00012753428415533886,0.19607843137254902,0.00016692617987696014,3.404746844048149e-05,0.35555555555555557,2.875,8,2.4772009388022687e-05,15.0
division,7.45,7.0,3.0,0.00017844568746356327,0.1380952380952381,2.6163795431586476e-05,8.194591103579657e-05,0.2,1.9166666666666667,12,1.8166140217883144e-05,11.0
divorce,8.9,6.0,2.0,0.00015083404556856002,0.11029411764705882,0.0001504178630419752,8.624008656044476e-06,0.4,3.0,3,9.9088037552091825e-06,6.0
dizzy,5.5,4.0,2.0,0.0002927146499977918,0.14619883040935672,5.3121207893536772e-05,4.476095252295675e-06,0.6666666666666666,4.333333333333333,3,1.6514672925346052e-05,10.0
do,3.6,2.0,1.0,0.0013417249685324908,0.05844155844155844,0.00023781667183137484,0.0003158165858208796,0.0873015873015873,3.0,16,5.284695336111463e-05,32.0
dock,8.22,3.0,1.0,3.242823476702335e-05,0.3974358974358974,2.8267047448138929e-05,7.805247044165947e-05,0.12727272727272726,2.0,12,1.9817607510419568e-05,12.0
doctor,4.6,5.0,2.0,0.001814435433707647,0.06666666666666667,0.00094349568320327404,0.00010920345496645243,0.3047619047619048,3.2857142857142856,7,2.6423476680557407e-05,16.0
document,9.86,9.0,3.0,0.0001117837221976077,0.15204678362573099,3.3539374674773593e-05,3.2825573865471363e-10,0.3333333333333333,1.5,6,1.4485047844067437e-05,3.0
dog,2.8,3.0,1.0,0.011382292659760119,0.019636015325670497,0.0080552838636973809,0.00013300029214661688,0.1625615763546798,4.625,8,4.7892551483505192e-05,29.0
doll,3.68,3.0,1.0,0.0001388423837519053,0.16483516483516483,0.00011302688432326583,4.47642350803433e-06,0.6666666666666666,4.0,2,9.9088037552093858e-06,6.0
dollar,5.06,4.0,2.0,0.00019181558885392633,0.21637426900584794,0.00062191937104766793,8.952518760330005e-06,0.4666666666666667,2.5,4,9.9088037552091046e-06,6.0
domain,11.72,5.0,2.0,0.00010564212206539784,0.16483516483516483,2.3402956493446361e-05,0.00010504636510269741,0.21818181818181817,3.2000000000000002,5,1.8166140217882656e-05,11.0
dominant,11.11,8.0,3.0,0.00012916706193410215,0.20588235294117646,1.9928258270227178e-05,4.47642350803433e-06,0.6,2.0,5,8.2573364626749506e-06,5.0
dominate,8.89,7.0,3.0,0.00020668826057751896,0.17316017316017315,2.9797185620517112e-05,7.043382577548862e-05,0.2222222222222222,3.0,5,1.6514672925348709e-05,10.0
dope,9.44,3.0,1.0,0.00018659778248467757,0.23809523809523808,4.5376432861565081e-05,6.863436242132004e-05,0.3238095238095238,4.0,7,3.46808131432319e-05,21.0
dot,4.33,3.0,1.0,0.00019281782664975344,0.1437908496732026,8.5579406209316579e-05,0.0002899357901487289,0.3,3.625,8,3.4680813143232354e-05,21.0
double,5.58,5.0,2.0,0.00029540648747799006,0.05789473684210526,0.00010851423823608772,0.00016746153730292645,0.09538461538461539,2.4285714285714284,21,4.9544018776051906e-05,30.0
doubt,8.79,3.0,1.0,0.00016888394798730895,0.12105263157894737,4.4602990558410013e-05,7.459064568033811e-06,0.8,3.0,4,1.3211738340279405e-05,8.0
doughnut,5.42,5.0,2.0,0.00024716159175942594,0.16017316017316016,0.00012088136508083978,8.952518760330005e-06,0.4666666666666667,4.0,2,9.9088037552097009e-06,6.0
draft,7.58,5.0,1.0,0.00017882705666400612,0.07692307692307693,2.3089012772867178e-05,7.321972902261835e-05,0.09558823529411764,2.6428571428571428,14,3.7983747728301048e-05,23.0
drag,8.84,4.0,1.0,0.00015158938548871385,0.07692307692307693,2.9651685770529167e-05,0.0001490634857985985,0.13333333333333333,2.2941176470588234,17,3.633228043573429e-05,22.0
dragon,5.58,6.0,2.0,0.0007489626300585333,0.05555555555555555,3.8049012253479699e-05,2.238014800573972e-05,0.1,2.25,4,8.2573364626773359e-06,5.0
drain,6.26,4.0,1.0,0.00016620241040327306,0.15584415584415584,5.8142738574925814e-05,2.238014800573972e-05,0.13333333333333333,1.75,8,9.9088037552087149e-06,6.0
drama,7.39,5.0,2.0,7.511881324551888e-05,0.25833333333333336,5.3313015878482505e-05,4.47642350803433e-06,0.3333333333333333,1.75,4,4.9544018776045218e-06,3.0
draw,4.11,3.0,1.0,0.00042973560658231307,0.1354679802955665,0.00029752935196810298,0.0016126713015751787,0.05656108597285068,2.3111111111111109,45,9.7436570259550281e-05,59.0
dream,4.88,4.0,1.0,0.0006746782975317423,0.08522727272727272,0.00095675629094811327,3.286337659939976e-05,0.19047619047619047,2.0,8,1.3211738340283589e-05,8.0
drench,9.35,5.0,1.0,3.1433714910237494e-06,0.5333333333333333,3.1845687840932735e-05,8.593520440349908e-06,0.47619047619047616,2.75,4,1.1560271047743453e-05,7.0
dress,4.05,4.0,1.0,0.0014419315047252885,0.08960573476702509,0.00042596443006458543,0.00022739516991007212,0.1166429587482219,3.0,21,6.9361626286459097e-05,42.0
dresser,4.28,5.0,2.0,8.362136437292164e-05,0.24175824175824176,4.6746218425717715e-05,2.5122283378182618e-05,0.2857142857142857,2.3999999999999999,5,1.1560271047744656e-05,7.0
drift,8.89,5.0,1.0,0.00020926057271966036,0.13157894736842105,2.1584006740462628e-05,0.00020085848328066328,0.2450592885375494,2.4117647058823528,17,3.963521502083427e-05,24.0
drill,7.14,4.0,1.0,0.0003871428779244069,0.08571428571428572,3.1875280667357101e-05,1.4962000274066656e-05,0.38095238095238093,2.0,9,1.4863205632813874e-05,9.0
drink,3.47,5.0,1.0,0.004357888291793618,0.0713877784123358,0.0049565934844235625,0.00013571170689724238,0.1111111111111111,2.7999999999999998,10,2.9726411265627625e-05,18.0
drip,5.89,4.0,1.0,8.34868060546608e-05,0.24175824175824176,5.3859044688429451e-05,1.88650893082634e-05,0.2,2.3999999999999999,5,1.1560271047743387e-05,7.0
drive,5.26,4.0,1.0,0.0012397606393305476,0.0783673469387755,0.0010531962083044815,0.0003451815762114298,0.10826210826210826,1.8235294117647058,34,4.6241084190973319e-05,28.0
drop,3.26,4.0,1.0,0.0008988253232192891,0.07254623044096728,0.0002581682668739211,0.0007398827656574518,0.06292517006802721,2.5625,32,8.2573364626735269e-05,50.0
drown,7.0,4.0,1.0,0.00018718507582137642,0.22875816993464052,0.00013119365054438501,1.5156125575575066e-06,0.3333333333333333,1.6000000000000001,5,4.95440187760163e-06,3.0
drowsy,8.0,5.0,2.0,3.9739019058148634e-05,0.32142857142857145,3.9029219152744219e-05,8.952518760330005e-06,0.3333333333333333,3.0,2,6.6058691701398717e-06,4.0
drum,4.63,4.0,1.0,0.00022678626753969087,0.10822510822510822,9.2871461061070981e-05,7.171441963236744e-05,0.25,2.7777777777777777,9,2.6423476680557962e-05,16.0
drunk,9.26,5.0,1.0,0.0014510116596886879,0.11372549019607843,0.00098112408385204954,8.952518760330005e-06,0.5238095238095238,3.0,4,1.3211738340278505e-05,8.0
dry,4.11,3.0,1.0,0.0015617650346182411,0.05176470588235294,0.0013806042571888537,3.939068863856563e-09,0.14285714285714285,1.4210526315789473,19,2.2151399092381306e-05,8.0
duck,3.5,3.0,1.0,0.0004570011895433167,0.13230769230769232,0.00014370310018688894,3.277980982081427e-05,0.5897435897435898,2.625,8,2.1469074802952719e-05,13.0
dull,8.05,3.0,1.0,0.0002753333676034344,0.08225108225108226,0.0005356027036476107,0.0002578703507728044,0.15954415954415954,2.5789473684210527,19,4.9544018776031835e-05,30.0
dumb,4.5,3.0,1.0,0.0009827835002983365,0.07896575821104122,0.0023781785658811118,4.490410589390887e-05,0.42857142857142855,3.0,4,1.3211738340274563e-05,8.0
dump,6.58,4.0,1.0,2.9846329718757216e-05,0.24242424242424243,5.0584609345132832e-05,7.74321218719095e-05,0.23076923076923078,2.3999999999999999,10,2.3120542095484369e-05,14.0
dunk,6.58,4.0,1.0,8.360714808082816e-05,0.15384615384615385,2.4515039118226089e-05,8.952518760330005e-06,0.4666666666666667,2.75,4,1.1560271047743452e-05,7.0
duplicate,8.95,8.0,3.0,1.7238199633931402e-05,0.32142857142857145,3.1914030827212114e-05,4.4307127035778694e-05,0.2222222222222222,2.5,8,1.9817607510419429e-05,12.0
dust,5.06,4.0,1.0,0.000515684893775125,0.06666666666666667,9.3934159969903859e-05,1.5754314471381585e-05,0.42857142857142855,2.1428571428571428,7,1.3211738340278902e-05,8.0
duty,7.15,4.5,2.0,0.00018534616868700197,0.1368421052631579,6.375062722159872e-05,4.47642350803433e-06,0.3333333333333333,2.0,3,4.9544018776050673e-06,3.0
dwarf,7.65,5.0,1.0,3.3727758305899075e-05,0.3333333333333333,4.337034261526982e-05,2.3440047451892593e-05,0.2,2.0,5,8.2573364626745254e-06,5.0
ear,3.63,2.0,1.0,0.0004614168015839979,0.052307692307692305,0.00064048321779058013,2.23788349827851e-05,0.3333333333333333,1.8,5,6.6058691701394516e-06,4.0
earn,7.57,2.0,1.0,0.00011065099141163387,0.16339869281045752,7.3163874600548699e-05,5.339016656867428e-06,0.7777777777777778,5.5,2,1.4863205632813496e-05,9.0
earth,5.37,2.0,1.0,0.0009022826888383865,0.08880666049953746,0.00056877877581612449,5.5472558324526274e-05,0.3888888888888889,2.3333333333333335,9,1.9817607510417789e-05,12.0
ease,9.11,2.0,1.0,0.00036647064313902856,0.1168091168091168,3.9130391140170112e-05,0.00010409266161608592,0.14285714285714285,2.6666666666666665,9,2.4772009388010991e-05,15.0
east,6.94,3.0,1.0,1.673558024863398e-05,0.2857142857142857,0.00022355453272165151,4.9224245801444894e-05,0.3,1.7142857142857142,7,8.2573364626740629e-06,5.0
easy,5.43,3.0,2.0,0.0017219879689752196,0.05224963715529753,0.00045847585345597762,0.00022863316616448276,0.19473684210526315,2.4666666666666668,15,3.6332280435761077e-05,22.0
eat,2.78,2.0,1.0,0.0041135506347289375,0.050387596899224806,0.0039785452702841735,6.406071910947705e-05,0.4,2.8333333333333335,6,1.8166140217883273e-05,11.0
ecstasy,13.47,7.0,3.0,0.00013534224596931663,0.19117647058823528,2.6076245674112922e-05,5.19093878386969e-05,0.4909090909090909,5.0,3,1.9817607510416739e-05,12.0
edge,6.17,2.0,1.0,0.00036018536145580545,0.11231884057971014,7.620823818751504e-05,0.0001795437254621439,0.41818181818181815,2.2999999999999998,10,2.1469074802953532e-05,13.0
educate,7.84,6.5,3.0,1.3039512906141894e-05,0.5357142857142857,3.2605397737519125e-05,3.277058976021782e-06,0.6190476190476191,3.6666666666666665,3,1.3211738340278073e-05,8.0
education,6.7,8.5,4.0,0.00011088075235528991,0.2789473684210526,0.00018827719501515511,1.448182898052785e-05,0.3333333333333333,2.5,6,1.4863205632814319e-05,9.0
effect,9.26,5.0,2.0,8.218134790073244e-05,0.1794871794871795,6.8157355112198251e-05,0.00014646842129037232,0.24175824175824176,2.75,8,2.3120542095487279e-05,14.0
effort,8.16,4.0,2.0,0.00037077783337654527,0.09333333333333334,7.8719977061492494e-05,4.615743180448091e-05,0.21904761904761905,4.75,4,2.4772009388022192e-05,15.0
egg,3.89,2.0,1.0,0.0007298446544028617,0.06282051282051282,0.00024651564500947107,4.47642350803433e-06,0.75,2.6000000000000001,5,1.3211738340279459e-05,8.0
ego,10.89,3.0,2.0,0.000254594899669235,0.12648221343873517,5.7894316111011253e-05,4.923836079820704e-10,0.3333333333333333,2.0,3,7.1658359245961701e-06,3.0
elaborate,11.53,7.0,3.5,0.00024781013303672416,0.13071895424836602,2.4080832617593893e-05,9.212708634912347e-05,0.3047619047619048,3.5,6,2.47720093880206e-05,15.0
electric,6.36,8.0,3.0,0.0005053723332832079,0.07661290322580645,6.8187735888086974e-05,2.7901737785650658e-09,0.26666666666666666,2.5,4,2.6370704249848745e-05,6.0
element,10.5,7.0,3.0,0.0003454746906584715,0.13333333333333333,3.8805628743530207e-05,4.47642350803433e-06,0.6,2.0,7,1.15602710477445e-05,7.0
elf,4.32,3.0,1.0,0.00017693480699391541,0.1619047619047619,7.8798741368033587e-05,4.4764235080343304e-06,0.7142857142857143,4.5,2,1.1560271047748444e-05,7.0
elimination,11.44,10.0,5.0,0.00021520435352191273,0.1111111111111111,2.1978858262631035e-05,4.9951308896421276e-05,0.2857142857142857,2.3999999999999999,5,1.1560271047745739e-05,7.0
elk,7.05,3.0,1.0,3.9109112014872375e-05,0.35555555555555557,2.1516242033716123e-05,2.5713366194619233e-09,0.39285714285714285,4.333333333333333,3,1.1442905787378713e-05,10.0
embarrass,6.11,7.0,3.0,0.00018486619176297223,0.1503267973856209,8.6898633956352821e-05,4.47642350803433e-06,0.7142857142857143,4.5,2,1.1560271047743441e-05,7.0
embrace,7.05,6.0,2.0,2.235567059242855e-06,0.6666666666666666,4.7693253604908367e-05,6.11743777933616e-05,0.18181818181818182,3.0,6,1.9817607510413544e-05,12.0
emergency,5.94,8.0,4.0,0.00030421073114377347,0.16333333333333333,6.7589456809019762e-05,1.3428285756887026e-05,0.4,2.6666666666666665,3,8.2573364626741968e-06,5.0
emperor,7.44,5.0,3.0,9.97514632320068e-05,0.20512820512820512,2.3118242681456532e-05,3.2825573865471363e-10,0.3333333333333333,1.75,4,9.604728103997126e-06,3.0
employment,9.5,9.0,3.0,1.1152585234782098e-05,0.5357142857142857,3.5206046181741118e-05,4.076623687675034e-05,0.42857142857142855,3.0,4,1.3211738340278871e-05,8.0
empty,4.79,4.5,2.0,0.0010001047628828714,0.048726467331118496,0.00094716526818760692,6.328583909067993e-05,0.10714285714285714,1.8,10,1.3211738340278761e-05,8.0
end,4.28,3.0,1.0,0.002709650904558433,0.03955696202531646,0.0014602007985214847,0.00020313505320092819,0.19117647058823528,2.1111111111111112,18,3.3029345850694422e-05,20.0
ending,5.25,5.0,2.0,0.00014106810528358065,0.2,6.1004645695038257e-05,3.3950670637591723e-06,0.6666666666666666,3.0,5,1.6514672925346408e-05,10.0
endless,8.89,6.0,2.0,0.00018754644761537507,0.19117647058823528,4.9741681097595563e-05,1.790372449770539e-05,0.3333333333333333,2.0,4,6.6058691701394482e-06,4.0
energy,6.52,5.0,3.0,0.0007834832955536077,0.08558558558558559,0.00012246802601969327,0.00010890020026263507,0.19696969696969696,3.1428571428571428,7,2.4772009388024747e-05,15.0
engage,10.42,5.0,2.0,0.00018086678018710824,0.125,2.5373058989224522e-05,0.00010007907071531962,0.1286549707602339,3.0,10,3.3029345850695486e-05,20.0
engagement,8.89,9.0,3.0,2.6026500259596397e-05,0.3055555555555556,8.4593211809777692e-05,0.0001254763569464752,0.10476190476190476,3.1428571428571428,7,2.4772009388022467e-05,15.0
engineer,9.89,7.0,3.0,0.0006393569808140304,0.10887096774193548,3.2265001160557778e-05,2.2379819750001065e-05,0.3111111111111111,3.5,4,1.6514672925345185e-05,10.0
enjoy,5.75,4.0,2.0,0.0002131224968929267,0.22943722943722944,0.00032643843677987688,2.2977005908350005e-05,0.3333333333333333,2.3999999999999999,5,1.1560271047744106e-05,7.0
enter,5.67,3.5,2.0,8.178329026417745e-05,0.225,0.00022750901116920939,9.471705261648415e-05,0.14619883040935672,3.1111111111111112,9,3.1377878558160488e-05,19.0
entertain,7.5,6.5,3.0,0.00016295296933955088,0.2573099415204678,2.80079591708618e-05,1.7536956102926116e-05,0.42857142857142855,3.6666666666666665,3,1.3211738340278525e-05,8.0
entrance,6.84,7.0,2.0,6.069117027658448e-05,0.20833333333333334,0.00012019898074223473,0.00011891063442867847,0.42105263157894735,5.4000000000000004,5,3.6332280435767507e-05,22.0
entry,7.0,5.0,2.0,0.00014614146739060324,0.07017543859649122,3.1612063735296061e-05,3.401756868212219e-05,0.21904761904761905,3.6666666666666665,6,2.642347668055845e-05,16.0
equal,6.47,5.0,2.0,0.00012300365809915227,0.14705882352941177,8.5461836854017995e-05,3.742592078003447e-05,0.26666666666666666,3.0,6,1.9817607510417897e-05,12.0
equation,8.79,7.0,3.0,4.680883049293447e-05,0.3090909090909091,3.6050051808674344e-05,4.47642350803433e-06,0.5,2.3333333333333335,3,6.6058691701398497e-06,4.0
erect,12.83,5.0,2.0,7.3315612393643e-05,0.19230769230769232,3.2828715193535665e-05,8.440363403814257e-05,0.3333333333333333,3.0,4,1.3211738340278425e-05,8.0
erode,10.6,4.0,2.0,0.00033287768449557446,0.1645021645021645,2.8421777523609605e-05,1.4442568977559004e-05,0.4666666666666667,4.0,2,9.9088037552093485e-06,6.0
error,6.21,3.0,2.0,5.8639311791254096e-05,0.14545454545454545,7.1669412160815034e-05,2.4127268535915033e-05,0.047619047619047616,2.1428571428571428,7,1.3211738340278802e-05,8.0
erupt,8.26,5.0,2.0,3.3991117672831396e-06,0.4,8.1331739871473818e-05,9.540424186683253e-05,0.1695906432748538,3.5,8,3.3029345850696062e-05,20.0
escalator,7.11,8.0,4.0,1.630984841621193e-05,0.2857142857142857,4.2463436610901577e-05,3.2825573865471363e-10,0.3333333333333333,2.5,2,1.6654051246621377e-05,3.0
escape,6.6,5.0,2.0,0.0003088220449028105,0.09846153846153846,0.00015801275621585357,0.0002059103755129072,0.19080459770114944,3.1333333333333333,15,5.2846953361111506e-05,32.0
essay,8.39,3.0,2.0,0.0002349828946170276,0.23,5.9611054810547975e-05,1.8945870490872005e-06,0.5714285714285714,3.25,4,1.4863205632813088e-05,9.0
essence,11.9,5.0,2.0,0.00017883681425121244,0.11764705882352941,2.211094607222855e-05,3.906275552724384e-05,0.7189542483660131,6.0,4,3.3029345850698291e-05,20.0
esteem,10.55,5.0,2.0,4.919997252049162e-05,0.2222222222222222,2.9950548300078303e-05,1.7440463427833478e-05,0.3333333333333333,4.0,5,2.4772009388021548e-05,15.0
estimate,8.78,7.0,3.0,0.00013017462360958757,0.18681318681318682,2.5730152296163595e-05,6.633557014783774e-05,0.2692307692307692,3.2857142857142856,7,2.6423476680557529e-05,16.0
eternal,8.26,6.0,3.0,4.680107171402615e-05,0.36363636363636365,5.2730057652867599e-05,2.6853617212126157e-05,0.6111111111111112,5.5,2,1.4863205632813482e-05,9.0
eternity,8.6,7.0,4.0,0.0001298224763957157,0.25274725274725274,0.00012515472833564341,3.2825573865471363e-10,0.3333333333333333,2.0,3,2.0400434418751583e-05,3.0
ethics,11.06,5.0,2.0,0.0001738041561315267,0.1568627450980392,2.9811172092472118e-05,4.923836079820704e-10,0.5,3.0,2,1.367744701830547e-05,4.0
evaluate,9.11,8.0,4.0,0.00022898272924713208,0.12318840579710146,2.7827589326836188e-05,7.572789327381091e-06,0.5238095238095238,4.5,2,1.156027104774356e-05,7.0
event,7.81,5.0,2.0,0.0006924664815382932,0.06116642958748222,6.0219544048389781e-05,1.5542765418267052e-05,0.7142857142857143,2.75,4,1.1560271047743409e-05,7.0
everyday,5.05,6.0,3.0,0.0005148506888971913,0.16666666666666666,3.4558957182681806e-05,1.0427734883158477e-05,0.5238095238095238,3.3333333333333335,3,1.1560271047743948e-05,7.0
evidence,10.58,7.0,3.0,0.00012074018501842876,0.1503267973856209,3.7703715039901205e-05,2.9640584445485207e-05,0.35555555555555557,2.6666666666666665,6,1.6514672925348136e-05,10.0
evil,6.71,4.0,2.0,0.0011484842574878134,0.07878787878787878,0.00060750049580663009,3.740269491332006e-05,0.21428571428571427,2.3333333333333335,6,1.3211738340279476e-05,8.0
exact,8.16,6.0,2.0,0.0002445239030652435,0.1523809523809524,0.00014442174640566277,9.268596625275871e-06,0.3,2.25,4,8.2573364626739782e-06,5.0
examine,8.85,7.0,3.0,7.60733988784281e-05,0.27472527472527475,3.7199555398113467e-05,5.216029417758331e-05,0.30303030303030304,3.3999999999999999,5,1.9817607510415831e-05,12.0
example,7.39,8.0,3.0,0.00019769655155070292,0.1,3.5864353445119425e-05,5.0300290777065955e-05,0.18181818181818182,3.1666666666666665,6,2.1469074802953485e-05,13.0
exceptional,9.5,10.0,4.0,0.00010220574580340214,0.27205882352941174,2.5199678985313348e-05,3.79758279726672e-05,0.42857142857142855,3.3333333333333335,3,1.1560271047743562e-05,7.0
exchange,8.35,7.0,2.0,0.00014667771200952489,0.1871345029239766,4.3347692337965255e-05,5.7673179166765884e-05,0.16666666666666666,2.1176470588235294,17,3.1377878558162115e-05,19.0
excise,13.25,5.0,2.0,0.00012507180769509238,0.08974358974358974,1.9928258270227178e-05,4.47642350803433e-06,0.5,2.0,4,6.6058691701390958e-06,4.0
excited,6.21,7.0,3.0,0.00020492128790559956,0.1736842105263158,0.00010092055334082589,4.7210281511441786e-05,0.32142857142857145,3.0,4,1.3211738340279811e-05,8.0
excitement,7.2,9.0,3.0,0.00026717178230283733,0.09956709956709957,4.1909972748922192e-05,1.0912588596628436e-05,0.3333333333333333,3.5,4,1.6514672925348739e-05,10.0
excuse,6.33,7.0,2.0,0.0005712921367510437,0.1164021164021164,6.9631087677523673e-05,5.764839772145849e-05,0.13333333333333333,2.7777777777777777,9,2.6423476680554018e-05,16.0
exercise,6.17,7.0,3.0,0.0013182716881882934,0.0996078431372549,0.00046446947912744477,0.00010167979985588088,0.1695906432748538,3.3999999999999999,10,3.9635215020836662e-05,24.0
exhale,8.42,6.0,2.0,1.7994224755977478e-05,0.47619047619047616,7.2790619447231722e-05,8.952518760330005e-06,0.3333333333333333,3.0,2,6.6058691701393042e-06,4.0
exist,8.89,6.0,2.0,0.00020833484496326322,0.20952380952380953,5.4287972563758054e-05,2.5201404703993e-07,0.6666666666666666,3.0,2,6.6058691701389603e-06,4.0
existence,11.61,9.0,3.0,4.242922224141437e-05,0.3484848484848485,2.0890821049256176e-05,1.3428285756887026e-05,0.5238095238095238,4.5,2,1.1560271047743663e-05,7.0
exit,6.68,5.0,2.0,0.00011595515091771039,0.1523809523809524,0.00036729576093750204,0.00014916508688789007,0.39408866995073893,5.833333333333333,6,4.7892551483509516e-05,29.0
